r,numerical_phi,pinn_phi
9.06354385094736,-0.6510976745929663,1.1872883
9.07566473926093,-0.6371349156464907,1.1877668
9.082658859666537,-0.6287304661309883,1.1880423
9.093204020787821,-0.6155879262063118,1.1884565
9.132405525564714,-0.5619756921555163,1.1899847
9.148643902204485,-0.537694086201381,1.1906124
9.218742350231167,-0.4206542810898393,1.1932902
9.246936182785628,-0.36877722575229,1.194352
9.283185625877254,-0.2988740039684584,1.1957049
9.29697652342573,-0.27148712610586717,1.196216
9.307573256035647,-0.2501924992009459,1.196607
9.36154774160781,-0.13916520076352035,1.1985817
9.367299887367345,-0.1271538862433147,1.1987903
9.394989415641891,-0.0691015993358971,1.1997902
9.402302414249576,-0.053737712789980074,1.2000527
9.404585843529143,-0.04894026666247586,1.2001346
9.41464808776525,-0.02780619743263879,1.200495
9.429097039125192,0.0024933005199588854,1.2010107
9.472485773838587,0.09261151186638616,1.2025471
9.488855372533333,0.12605009222291452,1.2031219
9.50061967050805,0.1498149783888314,1.2035332
9.504114840765588,0.1568217023556434,1.2036552
9.506071469375561,0.16073403295277772,1.2037234
9.50714306409916,0.16287357991612497,1.2037609
9.539285770025874,0.2259076226947176,1.204876
9.54865280663194,0.24381284614820975,1.2051992
9.611905638239142,0.35788544176865217,1.2073592
9.621725484745419,0.37436824740495406,1.2076913
9.624472949421111,0.37891414538291324,1.207784
9.626484146779251,0.3822232538947839,1.2078519
9.632225394406113,0.3915820378024206,1.2080451
9.636199770892528,0.39798361454301107,1.208179
9.656320330745594,0.42939046823317345,1.208854
9.666548190436696,0.4446895724226212,1.2091954
9.69302535619099,0.48208764527206055,1.210075
9.695846277645586,0.48587749156081383,1.2101685
9.69878826707639,0.4897889533200206,1.2102656
9.699098521619943,0.49019899149407464,1.2102762
9.717820827209607,0.5140608154242687,1.2108934
9.730105547524456,0.5287527585237606,1.2112966
9.743948076661665,0.5443624527157815,1.2117494
9.758520794625346,0.5596850628616941,1.2122244
9.856504541106007,0.6312028138548472,1.2153689
9.860010638228708,0.632699579907017,1.2154801
9.86210744479603,0.6335586115171716,1.2155464
9.866395785011754,0.6352311742906716,1.2156818
9.868869366005173,0.636144349173146,1.2157596
9.900538501042632,0.6444809800924041,1.2167552
9.905051420006734,0.6451599590302517,1.2168965
9.929647961193004,0.6466184669440274,1.2176628
